,opdb_id,is_machine_group,name,shortname,description,created_at,updated_at
609,Gry0Z,True,Memory Lane,,,2018-04-22,2018-04-22
610,GrPyz,True,Poker Plus,,,2018-04-22,2018-04-22
611,GRVpL,True,House of Diamonds / Queen's Castle,,,2018-04-22,2018-04-22
612,G48Ex,True,Foxy Lady,,,2018-04-22,2018-04-22
613,G43KY,True,Camel Lights,,,2018-04-22,2018-04-22
614,GRw0Z,True,Black Velvet,BV,,2018-04-22,2018-04-22
615,GRBV9,True,Real,,,2018-04-22,2018-04-22
616,G4x0p,True,Lucky Draw,,,2018-04-22,2018-04-22
617,G5v02,True,Contact,,,2018-04-22,2018-04-22
618,G42zD,True,Alaska,,,2018-04-22,2018-04-22
619,GR6pk,True,Fabulous 50's,,,2018-04-22,2018-04-22
620,GrNqO,True,World Cup,WC,,2018-04-22,2018-04-22
621,GRLnp,True,Fair Fight,,,2018-04-22,2018-04-22
622,G4J11,True,Roy Clark Super Picker,,,2018-04-22,2018-04-22
623,G50xd,True,Star Battle,,,2018-04-22,2018-04-22
624,G57dv,True,Circus Circus,,,2018-04-22,2018-04-22
625,G5bVN,True,Space Gambler,,,2018-04-22,2018-04-22
626,GrXEW,True,Stars,Stars,,2018-04-22,2018-04-22
627,G5D3O,True,Lucky Seven,,,2018-04-22,2018-04-22
628,GRYox,True,Strange World,SW,,2018-04-22,2018-04-22
629,G4OzV,True,Middle Earth,,,2018-04-22,2018-04-22
630,GRKWZ,True,Cherry Bell,,,2018-04-22,2018-04-22
631,GrkW3,True,Voltan Escapes Cosmic Doom,,,2018-04-22,2018-04-22
632,GrZ1k,True,Centigrade 37,C37,,2018-04-24,2018-04-24
633,GrelY,True,Jai Alai,,,2018-04-25,2018-04-25
634,G5QP6,True,Bird Man,,,2018-04-25,2018-04-25
635,GRzKW,True,Last Lap,,,2018-04-25,2018-04-25
636,G4lnB,True,Rotation VIII,,,2018-04-25,2018-04-25
637,GRpyl,True,Strike,,,2018-04-25,2018-04-25
638,GrdzE,True,Space Riders,,,2018-04-25,2018-04-25
639,G4Elx,True,Chance,,,2018-04-25,2018-04-25
640,G5o9o,True,Disco Fever,,,2018-04-25,2018-04-25
641,Gr1k2,True,Crazy Race,,,2018-04-25,2018-04-25
642,GRWd2,True,Lectronamo,,,2018-04-25,2018-04-25
643,GRnqe,True,Spectra IV,,,2018-04-25,2018-04-25
644,GrjJL,True,Big Town,,,2018-04-25,2018-04-25
645,GrqJZ,True,Cosmic Wars,,,2018-04-25,2018-04-25
646,G59y1,True,Ski Jump,,,2018-04-25,2018-04-25
647,G4ynZ,True,Galaxy Ranger,,,2018-04-25,2018-04-25
648,G4Plz,True,Criterium 75,,,2018-04-25,2018-04-25
649,G5VWL,True,Nugent,,,2018-04-25,2018-04-25
650,Gr89x,True,Mars Trek,MT,,2018-04-25,2018-04-25
651,Gr31Y,True,Argosy,ARG,,2018-04-25,2018-04-25
652,G5w1Z,True,Atlantis,,,2018-04-25,2018-04-25
653,G5BE9,True,Cherokee,,,2018-04-25,2018-04-25
654,GrxWp,True,Winter Sports,,,2018-04-25,2018-04-25
655,GRvo2,True,War,,,2018-04-25,2018-04-25
656,Gr2oD,True,Lucky Shot,,,2018-04-25,2018-04-25
657,G56jk,True,Chuck-A-Luck,,,2018-04-25,2018-04-25
658,G4N3O,True,Mr. Evil,,,2018-04-25,2018-04-25
659,G5LVp,True,Hot & Cold,,,2018-04-25,2018-04-25
660,GrJy1,True,Rio,,,2018-04-25,2018-04-25
661,GR0dd,True,Satellite,,,2018-04-25,2018-04-25
662,GR7qv,True,Big Foot,BF,,2018-04-25,2018-04-25
663,GRbJN,True,Devil,,,2018-04-30,2018-04-30
664,G4XjW,True,King,,,2018-04-30,2018-04-30
665,GRD1O,True,Sea Scare,,,2018-04-30,2018-04-30
666,G5Yqx,True,Sky Fly,,,2018-04-30,2018-04-30
667,GrOwV,True,Wild Fyre,WF,,2018-04-30,2018-04-30
668,G5KPZ,True,Gemini,,,2018-04-30,2018-04-30
669,G4kJ3,True,Miss Nessie,,,2018-04-30,2018-04-30
670,G4Z9k,True,Mikoshi,,,2018-04-30,2018-04-30
671,G4eJY,True,Joker's Wild,,,2018-04-30,2018-04-30
672,GRQp6,True,Phoenix,,,2018-04-30,2018-04-30
673,G5zjW,True,Alive,,,2018-04-30,2018-04-30
674,Grl7B,True,Cha Cha Cha,,,2018-04-30,2018-04-30
675,G5pkl,True,Hearts Spades,,,2018-04-30,2018-04-30
676,G4dJE,True,Old Chicago,OC,,2018-04-30,2018-04-30
677,GrEWx,True,Royal Flush / Card Whiz,,,2018-04-30,2018-04-30
678,GRoDo,True,Vulcan,,,2018-05-01,2018-05-01
679,G41E2,True,Gridiron / Pro-Football,,,2018-05-01,2018-05-01
680,G5Wn2,True,Dragon,,,2018-05-01,2018-05-01
681,G5nJe,True,Butterfly,,,2018-05-01,2018-05-01
682,G4jzL,True,Wild Card,,,2018-05-01,2018-05-01
683,G4qzZ,True,Jet Spin / Super Spin,,,2018-05-01,2018-05-01
684,GR9v1,True,Icarus,,,2018-05-01,2018-05-01
685,GryPZ,True,Combat,,,2018-05-01,2018-05-01
686,GrPJz,True,Rancho,,,2018-05-01,2018-05-01
687,GRVzL,True,Monaco / Cannes,,,2018-05-01,2018-05-01
688,G48Dx,True,Time 2000,,,2018-05-01,2018-05-01
689,G43bY,True,Disco,,,2018-05-01,2018-05-01
690,GRw9Z,True,Rio,,,2018-05-01,2018-05-01
691,GRBv9,True,Carnival,,,2018-05-01,2018-05-01
692,G4xyp,True,Super Straight,,,2018-05-01,2018-05-01
693,G5vq2,True,Big Deal,,,2018-05-01,2018-05-01
694,G42bD,True,Circus,,,2018-05-01,2018-05-01
695,GR6bk,True,Bronco / Mustang,,,2018-05-01,2018-05-01
696,GrNJO,True,Liberty Bell,,,2018-05-01,2018-05-01
697,GRLJp,True,Big Hit,,,2018-05-01,2018-05-01
698,Grlzn,True,Prospector,,,2018-05-01,2018-05-01
699,G5pEk,True,Lost World,LW,,2018-05-01,2018-05-01
700,G4dZZ,True,Airborne Avenger,,,2018-05-01,2018-05-01
701,GrE68,True,Cosmic Pinball,,,2018-05-01,2018-05-01
702,GRodq,True,Card Castle,,,2018-05-01,2018-05-01
703,G41bD,True,Saturn,,,2018-05-01,2018-05-01
704,G5WJw,True,Aerobatics,,,2018-05-01,2018-05-01
705,G5np6,True,Nautilus,,,2018-05-01,2018-05-01
706,G4jzK,True,Getaway,,,2018-05-01,2018-05-01
707,G4qz6,True,Space Race,,,2018-05-01,2018-05-01
708,GR9vD,True,Rodeo,,,2018-05-01,2018-05-01
709,GryPE,True,Gun Men,,,2018-05-01,2018-05-01
710,GrPJ2,True,Joker's Wild,,,2018-05-01,2018-05-01
711,GRVzX,True,Thunderbolt,,,2018-05-01,2018-05-01
712,G48DQ,True,Star Explorer,,,2018-05-01,2018-05-01
713,G43bp,True,Shamrock,,,2018-05-01,2018-05-01
714,GRw9N,True,Twin-Gain,,,2018-05-01,2018-05-01
715,GRBv3,True,Timothyt,,,2018-05-01,2018-05-01
716,G4xyV,True,Supersonic,,,2018-05-01,2018-05-01
717,G5vqv,True,Nostalgia,,,2018-05-01,2018-05-01
718,G42bv,True,Temptation,,,2018-05-01,2018-05-01
719,GR6bZ,True,Diamond Jim,,,2018-05-01,2018-05-01
720,GrNoL,True,Monte Rosa,,,2018-05-01,2018-05-01
721,GRLdW,True,Alpha 2001,,,2018-05-01,2018-05-01
722,G4Jzo,True,Las Vegas,,,2018-05-01,2018-05-01
723,G50Pk,True,Master Stroke,,,2018-05-01,2018-05-01
724,G57lj,True,Stingray,,,2018-05-01,2018-05-01
725,G5bNx,True,Big Together,,,2018-05-01,2018-05-01
726,GrX80,True,Big Kick,,,2018-05-01,2018-05-01
727,G5DV6,True,Big Top,,,2018-05-01,2018-05-01
728,GRY39,True,Ben-Hur,,,2018-05-01,2018-05-01
729,G4O1L,True,Grand Prix,GP,,2018-05-01,2018-05-01
730,GRKpw,True,Hang Glider,HG,,2018-05-01,2018-05-01
731,GrkNp,True,Blue Chip,,,2018-05-01,2018-05-01
732,GrZwo,True,Surf Champ / Surfer,,,2018-05-01,2018-05-01
733,GreN3,True,Moon Flight,,,2018-05-01,2018-05-01
734,G5Qnx,True,Juke Box,,,2018-05-01,2018-05-01
735,GRzed,True,Kick Off / Quarterback,,,2018-05-01,2018-05-01
736,G4lNn,True,Buccaneer / Ship Ahoy / High Seas,,,2018-05-01,2018-05-01
737,GRpLk,True,Aztec,,,2018-05-01,2018-05-01
738,G4E88,True,New World / Conquest 200,,,2018-05-02,2018-05-02
739,G5oXq,True,Aladdin's Castle,,,2018-05-02,2018-05-02
740,Gr1VD,True,Fiesta / Fandango,,,2018-05-02,2018-05-02
741,GRWVw,True,Underwater,,,2018-05-02,2018-05-02
742,GRnX6,True,Space Mission / Space Odyssey,,,2018-05-02,2018-05-02
743,Grj7K,True,Cinema / Hollywood,,,2018-05-02,2018-05-02
744,GrqL6,True,Bank Shot / Sure Shot,,,2018-05-02,2018-05-02
745,G59dD,True,Arabian Night,,,2018-05-02,2018-05-02
746,G4yLE,True,T.N.T. / Rock On / Boogie / Dyn O' Mite,,,2018-05-02,2018-05-02
747,G4PW2,True,Ten Stars,,,2018-05-02,2018-05-02
748,G5VPX,True,Explorer,,,2018-05-02,2018-05-02
749,Gr8zQ,True,Fantasy / Fairy,,,2018-05-02,2018-05-02
750,Gr33p,True,Winner,,,2018-05-02,2018-05-02
751,G5wLN,True,Lucky Man / Monte Carlo,,,2018-05-02,2018-05-02
752,G5By3,True,Wood's Queen,,,2018-05-02,2018-05-02
753,GrxJV,True,Galaxy,,,2018-05-02,2018-05-02
754,GRvLv,True,Slap Stick,,,2018-05-02,2018-05-02
755,Gr28v,True,Flip Flop,,,2018-05-02,2018-05-02
756,G56xZ,True,Jalisco,,,2018-05-02,2018-05-02
757,G4NwL,True,Invasion Strategy,,,2018-05-03,2018-05-03
758,G5L8W,True,The Best Corsair,,,2018-05-03,2018-05-03
759,GrJPo,True,Big Hunt,,,2018-05-03,2018-05-03
760,GR00k,True,Crocket,,,2018-05-03,2018-05-03
761,GR70j,True,Keops,,,2018-05-03,2018-05-03
762,GRbwx,True,West Show,,,2018-05-03,2018-05-03
763,G4XW0,True,Robin Hood,,,2018-05-03,2018-05-03
764,GRDW6,True,Explorer,,,2018-05-03,2018-05-03
765,G5Yn9,True,Top Speed / Top Racer,,,2018-05-03,2018-05-03
766,GrOBL,True,Lady Luck / Fortune,,,2018-05-03,2018-05-03
767,G5KVw,True,Ali Baba,,,2018-05-03,2018-05-03
768,G4k1p,True,Carnival,,,2018-05-03,2018-05-03
769,G4Zjo,True,Lucky Smile,,,2018-05-03,2018-05-03
770,G4ev3,True,Running Horse,,,2018-05-03,2018-05-03
771,GRQvx,True,Faces,,,2018-05-03,2018-05-03
772,G5zld,True,Crazy Clock,,,2018-05-03,2018-05-03
773,GrlWn,True,Surfing,,,2018-05-03,2018-05-03
774,G5p9k,True,Torpedo,,,2018-05-03,2018-05-03
775,G4dxZ,True,Universe,,,2018-05-03,2018-05-03
776,GrEn8,True,Casino Royale,,,2018-05-03,2018-05-03
777,GRoqq,True,Bow and Arrow,,,2018-05-03,2018-05-03
778,G410D,True,Little Chief,,,2018-05-03,2018-05-03
779,G5W1w,True,"""300"" / Top Score",,,2018-05-03,2018-05-03
780,G5nj6,True,Valencia / Toledo,,,2018-05-07,2018-05-07
781,G4joK,True,Hi-Deal,,,2018-05-07,2018-05-07
782,G4qy6,True,Black Gold,,,2018-05-07,2018-05-07
783,GR9YD,True,Triple Strike,,,2018-05-07,2018-05-07
784,GryvE,True,Blue Max / Red Baron,,,2018-05-07,2018-05-07
785,GrPx2,True,Spin Out,,,2018-05-07,2018-05-07
786,GRVoX,True,Fast Draw / Quick Draw,,,2018-05-07,2018-05-07
787,G48YQ,True,Pat Hand / Satin Doll,,,2018-05-07,2018-05-07
788,G430p,True,Black Flag,,,2018-05-07,2018-05-07
789,GRwBN,True,Hokus Pokus,,,2018-05-07,2018-05-07
790,GRBo3,True,Big Ben,,,2018-05-07,2018-05-07
791,G4xzV,True,Knockout,,,2018-05-07,2018-05-07
792,G5vwv,True,Gold Record / Top Ten,,,2018-05-07,2018-05-07
793,G420v,True,Air Aces,,,2018-05-07,2018-05-07
794,GR6DZ,True,King Pin / Pin-up,,,2018-05-07,2018-05-07
795,GrNNL,True,Criterium 2000,,,2018-05-07,2018-05-07
796,GRLNW,True,Gold Mine,,,2018-05-07,2018-05-07
797,Grl0P,True,Caddie,,,2018-05-07,2018-05-07
798,G5pDZ,True,Caddie,,,2018-05-07,2018-05-07
799,G4d0O,True,Spirit of 76,,,2018-05-07,2018-05-07
800,GrEOB,True,Boomerang / Flicker,,,2018-05-07,2018-05-07
801,GRo0B,True,Criterium 80,,,2018-05-07,2018-05-07
802,G41DL,True,Black Reed,,,2018-05-07,2018-05-07
803,G5WKO,True,Super Star / Olympics,,,2018-05-07,2018-05-07
804,G5n0W,True,Lucky Fruit,,,2018-05-07,2018-05-07
805,G4jOe,True,Up Away,,,2018-05-07,2018-05-07
806,G4qln,True,Speed Rush,,,2018-05-07,2018-05-07
807,GR9O6,True,Ducks,,,2018-05-07,2018-05-07
808,GryjX,True,Tanga,,,2018-05-07,2018-05-07
809,GrP7X,True,Red Show,,,2018-05-07,2018-05-07
810,GRVby,True,Hot Race,,,2018-05-07,2018-05-07
811,G48OE,True,Atlantis,,,2018-05-07,2018-05-07
812,G43O1,True,Derby,,,2018-05-07,2018-05-07
813,GRwW9,True,Dealer's Choice / Lucky Ace / High Ace,,,2018-05-07,2018-05-07
814,GRBOy,True,Check Mate / Check / Jake Mate,,,2018-05-07,2018-05-07
815,G4xnz,True,Impact,,,2018-05-07,2018-05-07
816,G5v11,True,Champion,,,2018-05-07,2018-05-07
817,G42OJ,True,Ro Go,ROGO,,2018-05-07,2018-05-07
818,GR6Oy,True,Star Pool,,,2018-05-08,2018-05-08
819,GrNNZ,True,Gin,,,2018-05-08,2018-05-08
820,GRLNQ,True,Bon Voyage,,,2018-05-08,2018-05-08
821,G4JND,True,Top Card / Royal Pair,,,2018-05-08,2018-05-08
822,G50Oy,True,Sky Rider / Hi-Flyer,,,2018-05-08,2018-05-08
823,G57OL,True,Magnotron / Duotron,,,2018-05-08,2018-05-08
824,G5bez,True,Delta Queen,,,2018-05-08,2018-05-08
825,GrXKb,True,Big Indian / Big Brave,,,2018-05-08,2018-05-08
826,G5DOx,True,Skylab / Spacelab,,,2018-05-08,2018-05-08
827,GRYbJ,True,High Hand / Capt. Card,,,2018-05-08,2018-05-08
828,G4ONX,True,Amigo,,,2018-05-08,2018-05-08
829,GRKNz,True,Showtime / Dolphin,,,2018-05-08,2018-05-08
830,Grk0j,True,Sky Kings,,,2018-05-08,2018-05-08
831,GrZNL,True,Champ,,,2018-05-08,2018-05-08
832,Gre0B,True,Nip-It,,,2018-05-08,2018-05-08
833,G5Q9b,True,Twin Win,,,2018-05-08,2018-05-08
834,GRzny,True,Triple Action / Star Action,,,2018-05-08,2018-05-08
835,G4l3P,True,Harem,,,2018-05-08,2018-05-08
836,GRpvZ,True,Joker,,,2018-05-08,2018-05-08
837,GrdnO,True,The Fiery 30's / Bang! Bang!,,,2018-05-08,2018-05-08
838,G4EJB,True,Gulfstream / Tropic Fun,,,2018-05-08,2018-05-08
839,G5oxB,True,Big Show,,,2018-05-08,2018-05-08
840,Gr1zL,True,Jolly Ride,,,2018-05-08,2018-05-08
841,GRWwO,True,Tic & Toc,,,2018-05-08,2018-05-08
842,GRnBW,True,Super Bowling,,,2018-05-08,2018-05-08
843,GrjVe,True,Tramway,,,2018-05-08,2018-05-08
844,Grq2n,True,Stripping Funny,,,2018-05-08,2018-05-08
845,G59K6,True,Yale,,,2018-05-08,2018-05-08
846,G4yWX,True,Gunner,,,2018-05-08,2018-05-08
847,G4PqX,True,Chance,,,2018-05-08,2018-05-08
848,G5V3y,True,Hi-Lo Ace,,,2018-05-08,2018-05-08
849,Gr87E,True,OXO,,,2018-05-08,2018-05-08
850,Gr3J1,True,Jubilee / Darling,,,2018-05-08,2018-05-08
851,G5wo9,True,Riviera,,,2018-05-08,2018-05-08
852,G5B0y,True,Jungle / Wild Life / Jungle King,,,2018-05-08,2018-05-08
853,Grx1z,True,Dipsy Doodle / Doodle Bug / Love Bug,,,2018-05-08,2018-05-08
854,GRvE1,True,Space Time / Time Zone,,,2018-05-08,2018-05-08
855,Gr2JJ,True,Jack In The Box / Jumping Jack,,,2018-05-08,2018-05-08
856,G56Jy,True,Hee Haw,,,2018-05-08,2018-05-08
857,G4NnZ,True,Monte Carlo / Odds & Evens,,,2018-05-08,2018-05-08
858,G5L1Q,True,Fun-Fest / Swinger,,,2018-05-08,2018-05-08
859,GrJED,True,Travel Time / Summer Time,,,2018-05-08,2018-05-08
860,GR06y,True,Magic,,,2018-05-08,2018-05-08
861,GR7YL,True,Touch,,,2018-05-08,2018-05-08
862,GRb1z,True,Geisha,,,2018-05-08,2018-05-08
863,G4XBb,True,Spooksville,,,2018-05-08,2018-05-08
864,GRDJx,True,Bali-Hi,,,2018-05-08,2018-05-08
865,G5YxJ,True,Seven Winner,,,2018-05-08,2018-05-08
866,GrOjX,True,Spanish Eyes / Granada,,,2018-05-08,2018-05-08
867,G5Koz,True,Play Time,,,2018-05-08,2018-05-08
868,G4k8j,True,Fore,,,2018-05-08,2018-05-08
869,G4ZvL,True,Carnival,,,2018-05-08,2018-05-08
870,G4ejB,True,Babyface,,,2018-05-08,2018-05-08
871,GRQ3b,True,Rondeevoo,,,2018-05-08,2018-05-08
872,G5zOy,True,Banjo,,,2018-05-08,2018-05-08
873,GrlvP,True,Dew-Wa-Ditty,,,2018-05-08,2018-05-08
874,G5pOZ,True,Wisconsin,,,2018-05-08,2018-05-08
875,G4dyO,True,Ballerina,,,2018-05-08,2018-05-08
876,GrEEB,True,Barnacle Bill,,,2018-05-08,2018-05-08
877,GRoNB,True,Cinderella,,,2018-05-08,2018-05-08
878,G41WL,True,Speed Way,,,2018-05-08,2018-05-08
879,G5W6O,True,Football,,,2018-05-08,2018-05-08
880,G5n6W,True,Boston,,,2018-05-08,2018-05-08
881,G4jBe,True,Telecard,,,2018-05-08,2018-05-08
882,G4qOn,True,Super Hockey,,,2018-05-08,2018-05-08
883,GR986,True,Double-Shuffle,,,2018-05-08,2018-05-08
884,GryOX,True,K. C. Jones,,,2018-05-08,2018-05-08
885,GrP8X,True,Tucson,,,2018-05-08,2018-05-08
886,GRV2y,True,Super Star / Big Star,,,2018-05-08,2018-05-08
887,G48VE,True,Fan-Tas-Tic,,,2018-05-08,2018-05-08
888,G43j1,True,Grand Slam / World Series,,,2018-05-08,2018-05-08
889,GRwO9,True,Little Joe,,,2018-05-08,2018-05-08
890,GRBly,True,King Rock / King Kool,,,2018-05-08,2018-05-08
891,G4xOz,True,Casino,,,2018-05-08,2018-05-08
892,G5vO1,True,Honey,,,2018-05-08,2018-05-08
893,G42nJ,True,Winner,,,2018-05-08,2018-05-08
894,GR6yy,True,El Toro,,,2018-05-08,2018-05-08
895,GrNPZ,True,Flying Carpet,,,2018-05-08,2018-05-08
896,GRL9Q,True,Drop-A-Card / Pop-A-Card,,,2018-05-08,2018-05-08
897,Grlvk,True,Comodin,,,2018-05-08,2018-05-08
898,G5pOY,True,Icarus,,,2018-05-08,2018-05-08
899,G4dyP,True,Jump Shot,,,2018-05-08,2018-05-08
900,GrEEy,True,Fortune,,,2018-05-08,2018-05-08
901,GRoN2,True,Sea Hunt,,,2018-05-08,2018-05-08
902,G41WY,True,Olympic Hockey,,,2018-05-08,2018-05-08
903,G5W6N,True,Magic Wizard,,,2018-05-08,2018-05-08
904,G5n67,True,Sapporo,,,2018-05-08,2018-05-08
905,G4jBk,True,Mariner / Sea Ray,,,2018-05-08,2018-05-08
906,G4qO8,True,Stardust,,,2018-05-08,2018-05-08
907,GR987,True,Gold Rush / Yukon / Klondike,,,2018-05-08,2018-05-08
908,GryO2,True,4 Square / Astro,,,2018-05-08,2018-05-08
909,GrPZj,True,Hi-Score Pool,,,2018-05-08,2018-05-08
910,GRVZ8,True,Four Million B.C.,4MBC,,2018-05-08,2018-05-08
911,G48nw,True,2001 / Dimension,,,2018-05-08,2018-05-08
912,G43dw,True,Scuba,,,2018-05-08,2018-05-08
913,GRwKx,True,4 Queens,4Q,,2018-05-08,2018-05-08
914,GRBBx,True,Zodiac / Planets,,,2018-05-08,2018-05-08
915,G4xK8,True,Expressway,,,2018-05-08,2018-05-08
916,G5vKP,True,Round Up,,,2018-05-08,2018-05-08
917,G42pZ,True,Roller Coaster,,,2018-05-08,2018-05-08
918,GR612,True,Playball / Home Run,,,2018-05-08,2018-05-08
919,GrNZ7,True,Skyrocket,,,2018-05-08,2018-05-08
920,GRLZ2,True,Extra Inning,,,2018-05-08,2018-05-08
921,G4JZv,True,Now,,,2018-05-08,2018-05-08
922,G50L9,True,Challenger,,,2018-05-08,2018-05-08
923,G57W3,True,The Red Max,,,2018-05-08,2018-05-08
924,G5bKj,True,Firecracker,,,2018-05-08,2018-05-08
