,opdb_id,is_machine_group,name,shortname,description,created_at,updated_at
1240,Gr1wP,True,Gondolier,,,2018-05-13,2018-05-13
1241,GRWNb,True,Casino,,,2018-05-13,2018-05-13
1242,GRnVL,True,4 Star,,,2018-05-13,2018-05-13
1243,Grjq3,True,Turf Champ,,,2018-05-13,2018-05-13
1244,Grqwp,True,Satellite,,,2018-05-13,2018-05-13
1245,G59JJ,True,Roto Pool,,,2018-05-13,2018-05-13
1246,G4yJo,True,Picnic,,,2018-05-13,2018-05-13
1247,G4P3n,True,Rocket Ship,,,2018-05-13,2018-05-13
1248,G5V6N,True,Fun-Fair,,,2018-05-13,2018-05-13
1249,Gr8L0,True,Kick-Off,,,2018-05-13,2018-05-13
1250,Gr3xX,True,Top Hat,,,2018-05-13,2018-05-13
1251,G5wdV,True,Brite Star,,,2018-05-13,2018-05-13
1252,G5B3L,True,Flying Aces,,,2018-05-13,2018-05-13
1253,GrxEZ,True,Eleven Belles,,,2018-05-13,2018-05-13
1254,GRvpY,True,Criss Cross,,,2018-05-13,2018-05-13
1255,Gr2KY,True,Show Boat,,,2018-05-13,2018-05-13
1256,G56Ed,True,Whirl-Wind,,,2018-05-13,2018-05-13
1257,G4Nbz,True,Jig Saw,,,2018-05-13,2018-05-13
1258,G5L06,True,Straight Flush,,,2018-05-13,2018-05-13
1259,GrJLB,True,Steeple-Chase,,,2018-05-13,2018-05-13
1260,GR0Yn,True,Falstaff,,,2018-05-13,2018-05-13
1261,GR7oK,True,Kings,,,2018-05-13,2018-05-13
1262,GRb8E,True,Reno,,,2018-05-13,2018-05-13
1263,G4Xod,True,Silver,,,2018-05-13,2018-05-13
1264,GRDBb,True,World Champ,,,2018-05-13,2018-05-13
1265,G5Y1D,True,Naples,,,2018-05-13,2018-05-13
1266,GrOXo,True,Carnival,,,2018-05-13,2018-05-13
1267,G5KJW,True,Balls-A-Poppin / Circus,,,2018-05-13,2018-05-13
1268,G4kLJ,True,Super Circus,,,2018-05-13,2018-05-13
1269,G4ZWJ,True,Continental Cafe,,,2018-05-13,2018-05-13
1270,G4ezN,True,Royal Flush,,,2018-05-13,2018-05-13
1271,GRQYv,True,Majestic,,,2018-05-13,2018-05-13
1272,G5z1q,True,Arrow Head,,,2018-05-13,2018-05-13
1273,GrlJ3,True,Ace High,,,2018-05-13,2018-05-13
1274,G5pXO,True,Flag-Ship,,,2018-05-13,2018-05-13
1275,G4dwK,True,Gay Paree,,,2018-05-13,2018-05-13
1276,GrExQ,True,Cue Ball,,,2018-05-13,2018-05-13
1277,GRobp,True,Rainbow,,,2018-05-13,2018-05-13
1278,G41OP,True,Sea Belles / Fair Lady,,,2018-05-13,2018-05-13
1279,G5WEb,True,Register,,,2018-05-13,2018-05-13
1280,G5n7L,True,Shamrock,,,2018-05-13,2018-05-13
1281,G4jN3,True,Perky,,,2018-05-13,2018-05-13
1282,G4qDp,True,Starfire,,,2018-05-13,2018-05-13
1283,GR9WJ,True,Auto Race,,,2018-05-13,2018-05-13
1284,Gryoo,True,Capri,,,2018-05-13,2018-05-13
1285,GrPDn,True,Classy Bowler,,,2018-05-13,2018-05-13
1286,GRVdN,True,Blondie,,,2018-05-13,2018-05-13
1287,G4810,True,Toreador,,,2018-05-13,2018-05-13
1288,G43lX,True,Super Score,,,2018-05-13,2018-05-13
1289,GRwPV,True,Surf Rider,,,2018-05-13,2018-05-13
1290,GRBbL,True,Big League Baseball,,,2018-05-13,2018-05-13
1291,G4xVZ,True,Sluggin' Champ,,,2018-05-13,2018-05-13
1292,G5vyY,True,Derby Day,,,2018-05-13,2018-05-13
1293,G42yY,True,Score-Board,,,2018-05-13,2018-05-13
1294,GR63d,True,Piccadilly,,,2018-05-13,2018-05-13
1295,GrN1z,True,Red White Blue,,,2018-05-13,2018-05-13
1296,GRLE6,True,Gladiator,,,2018-05-13,2018-05-13
1297,GrlpL,True,Tim-Buc-Tu,,,2018-05-13,2018-05-13
1298,G5p1j,True,Easy Aces,,,2018-05-13,2018-05-13
1299,G4dbe,True,Frontiersman,,,2018-05-13,2018-05-13
1300,GrEYP,True,Marathon,,,2018-05-13,2018-05-13
1301,GRoo7,True,Wishing Well,,,2018-05-13,2018-05-13
1302,G419y,True,Regatta,,,2018-05-13,2018-05-13
1303,G5W8D,True,Tournament,,,2018-05-13,2018-05-13
1304,G5nE1,True,Snafu,,,2018-05-13,2018-05-13
1305,G4jk1,True,Can Can,,,2018-05-13,2018-05-13
1306,G4qWJ,True,Circus Wagon,,,2018-05-13,2018-05-13
1307,GR9xv,True,Sweet Add-A-Line,,,2018-05-13,2018-05-13
1308,Gry8L,True,Southern Belle,,,2018-05-13,2018-05-13
1309,GrPnx,True,Jubilee,,,2018-05-13,2018-05-13
1310,GRVVb,True,Band Wagon,,,2018-05-13,2018-05-13
1311,G48B7,True,Smoke Signal,,,2018-05-13,2018-05-13
1312,G43Pj,True,Three Deuces,,,2018-05-13,2018-05-13
1313,GRwPK,True,Wonderland,,,2018-05-13,2018-05-13
1314,GRBbJ,True,Poker Alley,,,2018-05-13,2018-05-13
1315,G4xV9,True,Peter Pan,,,2018-05-13,2018-05-13
1316,G5vyl,True,Duette,,,2018-05-13,2018-05-13
1317,G42yx,True,Race the Clock,,,2018-05-13,2018-05-13
1318,GR63e,True,Gypsy Queen,,,2018-05-13,2018-05-13
1319,GrN1B,True,Twin Bill,,,2018-05-13,2018-05-13
1320,GRLE7,True,Stage Coach,,,2018-05-13,2018-05-13
1321,G4Jpq,True,Diamond Lill,,,2018-05-13,2018-05-13
1322,G50qY,True,Spitfire,,,2018-05-13,2018-05-13
1323,G57ww,True,Lulu,,,2018-05-13,2018-05-13
1324,G5b0Z,True,Colors,,,2018-05-13,2018-05-13
1325,GrX36,True,Super Jumbo / Deluxe Jumbo,,,2018-05-13,2018-05-13
1326,G5DD0,True,Dragonette / 4-Belles,,,2018-05-13,2018-05-13
1327,GRY0B,True,Lady Luck,,,2018-05-13,2018-05-13
1328,G4O30,True,Cue-Tee / Star Pool,,,2018-05-13,2018-05-13
1329,GRKyL,True,Gold Star,,,2018-05-13,2018-05-13
1330,Grkjn,True,Slugfest,,,2018-05-13,2018-05-13
1331,GrZ7y,True,Daffy Derby,,,2018-05-14,2018-05-14
1332,Gred6,True,Daisy May,,,2018-05-14,2018-05-14
1333,G5QBX,True,Big Ben,,,2018-05-14,2018-05-14
1334,GRzLZ,True,Hawaiian Beauty,,,2018-05-14,2018-05-14
1335,G4lqL,True,Jockey Club,,,2018-05-14,2018-05-14
1336,GRpVj,True,Screamo,,,2018-05-14,2018-05-14
1337,Grdpe,True,Mystic Marvel,,,2018-05-14,2018-05-14
1338,G4E1P,True,Skyway,,,2018-05-14,2018-05-14
1339,G5oP7,True,Lovely Lucy,,,2018-05-14,2018-05-14
1340,Gr12y,True,Green Pastures,,,2018-05-14,2018-05-14
1341,GRWLD,True,Thunderbird,,,2018-05-14,2018-05-14
1342,GRny1,True,Nine Sisters,,,2018-05-14,2018-05-14
1343,Grjn1,True,Dealer,,,2018-05-14,2018-05-14
1344,Grq8J,True,Lazy-Q,,,2018-05-14,2018-05-14
1345,G59Xv,True,Arabian Knights,,,2018-05-14,2018-05-14
1346,G4yNL,True,Struggle Buggies,,,2018-05-14,2018-05-14
1347,G4Pwx,True,Gun Club,,,2018-05-14,2018-05-14
1348,G5VNb,True,Army Navy,,,2018-05-14,2018-05-14
1349,Gr8b7,True,Pin Wheel,,,2018-05-14,2018-05-14
1350,Gr3Nj,True,Shindig,,,2018-05-14,2018-05-14
1351,G5w2K,True,C.O.D.,,,2018-05-14,2018-05-14
1352,G5BdJ,True,Grand Champion,,,2018-05-14,2018-05-14
1353,Grx69,True,Poker Face,,,2018-05-14,2018-05-14
1354,GRvvl,True,Palisades,,,2018-05-14,2018-05-14
1355,Gr26x,True,Fairway,,,2018-05-14,2018-05-14
1356,G560e,True,Marble Queen,,,2018-05-14,2018-05-14
1357,G4N8B,True,Guys Dolls,,,2018-05-14,2018-05-14
1358,G5LP7,True,Times Square,,,2018-05-14,2018-05-14
1359,GrJ9q,True,Grand Slam,,,2018-05-14,2018-05-14
1360,GR0vY,True,Starlite,,,2018-05-14,2018-05-14
1361,GR77w,True,Quintette,,,2018-05-14,2018-05-14
1362,GRbZZ,True,Flying High,,,2018-05-14,2018-05-14
1363,G4XJ6,True,Silver Skates,,,2018-05-14,2018-05-14
1364,GRDo0,True,Electric Hockey,,,2018-05-14,2018-05-14
1365,G5YNB,True,Queen of Hearts,,,2018-05-14,2018-05-14
1366,GrOP0,True,Jumpin' Jacks,,,2018-05-14,2018-05-14
1367,G5KjL,True,Twenty Grand,,,2018-05-14,2018-05-14
1368,G4kon,True,Disk Jockey,,,2018-05-14,2018-05-14
1369,G4ZLy,True,Coronation,,,2018-05-14,2018-05-14
1370,G4eZ6,True,400,,,2018-05-14,2018-05-14
1371,GRQzX,True,Chinatown,,,2018-05-14,2018-05-14
1372,G5zvZ,True,Skill-Pool,,,2018-05-14,2018-05-14
1373,Grl1L,True,Happy Days,,,2018-05-14,2018-05-14
1374,G5pqj,True,Four Corners,,,2018-05-15,2018-05-15
1375,G4dke,True,8 Ball,,,2018-05-15,2018-05-15
1376,GrEdP,True,Hong Kong,,,2018-05-15,2018-05-15
1377,GRoj7,True,Paratrooper,,,2018-05-15,2018-05-15
1378,G41xy,True,Big Hit,,,2018-05-15,2018-05-15
1379,G5W2D,True,Caravan,,,2018-05-15,2018-05-15
1380,G5nn1,True,Quartette / Four Stars,,,2018-05-15,2018-05-15
1381,G4jE1,True,Olympics,,,2018-05-15,2018-05-15
1382,G4q9J,True,Domino,,,2018-05-15,2018-05-15
1383,GR97v,True,Crossroads,,,2018-05-15,2018-05-15
1384,GryxL,True,Majorettes,,,2018-05-15,2018-05-15
1385,GrPVx,True,Hit 'N' Run,,,2018-05-15,2018-05-15
1386,GRVvb,True,Springtime,,,2018-05-15,2018-05-15
1387,G4807,True,Whiz Kids,,,2018-05-15,2018-05-15
1388,G432j,True,Sportsman,,,2018-05-15,2018-05-15
1389,GRwzK,True,Horsefeathers,,,2018-05-15,2018-05-15
1390,GRBeJ,True,All-Star Basketball,,,2018-05-15,2018-05-15
1391,G4xB9,True,Double Action,,,2018-05-15,2018-05-15
1392,G5v3l,True,Niagara,,,2018-05-15,2018-05-15
1393,G42vx,True,King Pin,,,2018-05-15,2018-05-15
1394,GR6Le,True,Horseshoes,,,2018-05-15,2018-05-15
1395,GrNyB,True,Arcade,,,2018-05-15,2018-05-15
1396,GRLq7,True,Shoot the Moon,,,2018-05-15,2018-05-15
1397,Grl1y,True,Sea Jockeys,,,2018-05-15,2018-05-15
1398,G5pqX,True,Globe Trotter,,,2018-05-15,2018-05-15
1399,G4dkb,True,Rose-Bowl,,,2018-05-15,2018-05-15
1400,GrEd1,True,Spark Plugs,,,2018-05-15,2018-05-15
1401,GRojj,True,Hayburners / Jalopy,,,2018-05-15,2018-05-15
1402,G41xJ,True,Wild West,,,2018-05-15,2018-05-15
1403,G5W7q,True,Glamor,,,2018-05-15,2018-05-15
1404,G5neP,True,Snooks,,,2018-05-15,2018-05-15
1405,G4jbP,True,Harvey,,,2018-05-15,2018-05-15
1406,G4qo1,True,Mermaid,,,2018-05-15,2018-05-15
1407,GR9EB,True,Cyclone,,,2018-05-15,2018-05-15
1408,Gry2Q,True,Bomber,,,2018-05-15,2018-05-15
1409,GrPP9,True,Control Tower,,,2018-05-15,2018-05-15
1410,GRVJw,True,Happy-Go-Lucky,,,2018-05-15,2018-05-15
1411,G48pZ,True,Stop and Go,,,2018-05-15,2018-05-15
1412,G43XZ,True,Hits and Runs,,,2018-05-15,2018-05-15
1413,GRwwl,True,Shoo Shoo,,,2018-05-15,2018-05-15
1414,GRB6P,True,Thing,,,2018-05-15,2018-05-15
1415,G4xx7,True,Minstrel Man,,,2018-05-15,2018-05-15
1416,G5v8X,True,Tri-Score,,,2018-05-15,2018-05-15
1417,G4273,True,Trigger,,,2018-05-15,2018-05-15
1418,GR6Zq,True,Knock Out,,,2018-05-15,2018-05-15
1419,GrNjq,True,Punchy,,,2018-05-15,2018-05-15
1420,GRLoV,True,Double-Feature,,,2018-05-15,2018-05-15
1421,G4JlO,True,Flying Saucers,,,2018-05-15,2018-05-15
1422,G50NP,True,Red Shoes,,,2018-05-15,2018-05-15
1423,G57Q0,True,Nifty,,,2018-05-15,2018-05-15
1424,G5bye,True,Fighting Irish,,,2018-05-15,2018-05-15
1425,GrXXB,True,Joker,,,2018-05-15,2018-05-15
1426,G5D0d,True,Spot Bowler,,,2018-05-15,2018-05-15
1427,GRYYZ,True,Oasis,,,2018-05-15,2018-05-15
1428,G4O9Q,True,Rag Mop,,,2018-05-15,2018-05-15
1429,GRKdD,True,The 4 Horsemen,,,2018-05-15,2018-05-15
1430,GrkDY,True,Pinky,,,2018-05-15,2018-05-15
1431,GrZKd,True,Harvest Time,,,2018-05-15,2018-05-15
1432,GreB8,True,Rockettes,,,2018-05-15,2018-05-15
1433,G5Q82,True,Playland!,,,2018-05-15,2018-05-15
1434,GRzN9,True,Georgia,,,2018-05-15,2018-05-15
1435,G4lOy,True,Canasta,,,2018-05-15,2018-05-15
1436,GRpdX,True,Triplets,,,2018-05-15,2018-05-15
1437,Grd3b,True,Judy,,,2018-05-15,2018-05-15
1438,G4Eb1,True,Madison Square Gardens,,,2018-05-15,2018-05-15
1439,G5olj,True,Jeanie,,,2018-05-15,2018-05-15
1440,Gr1JJ,True,Mercury / Rocket,,,2018-05-15,2018-05-15
1441,GWyqq,True,Buffalo Bill,,,2018-05-15,2018-05-15
1442,GnPdP,True,Sweetheart,,,2018-05-15,2018-05-15
1443,Gj6LP,True,Lucky Inning,,,2018-05-15,2018-05-15
1444,GqZe1,True,Yuma Arizona,,,2018-05-15,2018-05-15
1445,G9zpB,True,Bank-A-Ball,,,2018-05-15,2018-05-15
1446,GyVBQ,True,Select-A-Card,,,2018-05-15,2018-05-15
1447,GPBj9,True,Be-Bop,,,2018-05-15,2018-05-15
1448,GV8Kw,True,Dreamy,,,2018-05-15,2018-05-15
1449,G8ldZ,True,Just 21,,,2018-05-15,2018-05-15
1450,G3EnZ,True,Supreme x Stern,,,2018-05-26,2018-05-26
1451,GweVl,True,The Jetsons,,,2018-07-13,2018-07-13
1452,GBLkP,True,Magic Girl,,,2018-07-13,2018-07-13
1453,GxvQ7,True,Domino's Spectacular Pinball Adventure,,,2018-07-26,2018-07-26
1454,GvBQX,True,Houdini: Master of Mystery,,,2018-07-26,2018-07-26
1455,G2Ld3,True,Spider-Man (Home Edition),SM,,2018-07-30,2018-07-30
1456,G6lnq,True,Deadpool,DP,,2018-08-09,2018-08-09
1457,GN6Lq,True,Thunderbirds,,,2018-10-15,2018-10-15
1458,GLWBV,True,Oktoberfest,,,2018-10-19,2018-10-19
1459,GJ2YO,True,The Mafia,,,2018-10-21,2018-10-21
1460,G0l8P,True,Beatles,,,2018-11-20,2018-11-20
1461,G7Zp0,True,Super Mario Bros. Mushroom World,,,2018-12-06,2018-12-06
1462,GbPde,True,The Munsters,,,2019-01-10,2019-01-10
1463,GX29B,True,Shark,,,2019-03-09,2019-03-09
1464,GD7Ld,True,Black Knight: Sword of Rage,BK:SR,,2019-03-26,2019-03-26
1465,GYWBZ,True,Willy Wonka & The Chocolate Factory,WONKA,,2019-04-14,2019-04-14
1466,GK17D,True,Jurassic Park,JP,,2019-07-26,2019-07-26
1467,GkBPY,True,Cosmic Carnival,CC,,2019-07-28,2019-07-28
1468,GZVOd,True,Elvira's House of Horrors,E:HoH,,2019-09-18,2019-09-18
1469,Ge1L8,True,Retro Atomic Zombie Adventureland,RAZA,,2019-11-19,2019-11-19
1470,GQKb2,True,Rick and Morty,RM,,2019-12-05,2019-12-05
1471,Gzy89,True,Stranger Things,ST,,2019-12-23,2019-12-23
1472,Glljy,True,Buttons and Bows,,,2020-01-15,2020-01-15
1473,GpePX,True,Star Wars (Home Edition),SW,,2020-01-21,2020-01-21
1474,Gd2Xb,True,Teenage Mutant Ninja Turtles,TMNT,,2020-06-06,2020-06-06
1475,GEL31,True,Hot Wheels,HW,,2020-06-15,2020-06-15
1476,GoEej,True,Heavy Metal,HM,,2020-06-15,2020-06-15
1477,G18pJ,True,Heist,,,2020-07-19,2020-07-19
1478,GWyyq,True,Legends of Valhalla,,,2020-07-20,2020-07-20
1479,GnPPP,True,Goin' Nuts,,,2020-07-20,2020-07-20
1480,Gj66P,True,Avengers: Infinity Quest,A:IQ,,2020-09-05,2020-09-05
1481,GqZZ1,True,Guns N' Roses,GNR,,2020-10-05,2020-10-05
1482,G9zzB,True,Celts,CELT,,2020-11-29,2020-11-29
1483,GyVVQ,True,Humpty Dumpty,HD,,2020-12-08,2020-12-08
1484,GPBB9,True,Cosmic Cart Racing,CCR,,2020-12-09,2020-12-09
1485,GV88w,True,Cover Girl,,,2020-12-09,2020-12-09
1486,G8llZ,True,Predator,,,2020-12-09,2020-12-09
1487,Gweel,True,Led Zeppelin,LZ,,2020-12-15,2020-12-15
1488,GBLLP,True,The Mandalorian,,,2021-05-13,2021-05-13
1489,Gxvv7,True,Challenge Round,,,2021-05-25,2021-05-25
1490,GvBBX,True,Impacto,,,2021-05-25,2021-05-25
1491,G2LL3,True,The World Series,,,2021-06-08,2021-06-08
1492,G6llq,True,Cannon Lagoon,CL,,2021-08-13,2021-08-13
1493,GN66q,True,Shoot 'n Scoot,SnS,,2021-08-13,2021-08-13
1494,GLWWV,True,Ranger in the Ruins,RITR,,2021-08-13,2021-08-13
1495,Glllz,True,Barnyard,,,2021-08-13,2021-08-13
1496,GpeeL,True,Lexy Lightspeed – Secret Agent Showdown,LL:SAS,,2021-08-13,2021-08-13
1497,Gd22x,True,ROCs,,,2021-08-13,2021-08-13
1498,GELLO,True,Heads Up!,,,2021-08-13,2021-08-13
1499,GoEEx,True,Grand Slam Rally,,,2021-08-13,2021-08-13
1500,G188W,True,Hoopin' It Up,,,2021-08-13,2021-08-13
1501,GWyyZ,True,Silver Falls,,,2021-08-13,2021-08-13
1502,GnPPx,True,Quest for Glory,,,2021-08-16,2021-08-16
1503,Gj66Z,True,Halloween,,,2021-08-27,2021-08-27
1504,GqZZY,True,Monterrey,,,2021-08-30,2021-08-30
1505,G9zz0,True,Clown,,,2021-08-30,2021-08-30
1506,GyVV1,True,Petaco,,,2021-08-30,2021-08-30
1507,GPBBv,True,Screech,,,2021-08-30,2021-08-30
1508,GV881,True,Krull,,,2021-08-30,2021-08-30
1509,G8llL,True,Sorcerer's Apprentice,,,2021-09-01,2021-09-01
1510,G3EEl,True,Manhattan,,,2021-09-04,2021-09-04
1511,GweeP,True,Godzilla,GZ,,2021-09-14,2021-09-14
1512,GBLLd,True,Ultraman: Kaiju Rumble (SE),,,2021-09-16,2021-09-16
1513,GxvvB,True,Jurassic Park (Home Edition),JP,,2021-10-13,2021-10-13
1514,GvBB8,True,The Flip Side,,,2021-11-16,2021-11-16
1515,G2Lkd,True,Rush,RUSH,,2022-01-07,2022-01-07
1516,G6lwl,True,Buccaneer,,,2022-02-16,2022-02-16
1517,GN6WW,True,Weird Al's Museum of Natural Hilarity,WAL,,2022-02-25,2022-02-25
1518,GLWLl,True,Super Canasta,,,2022-04-18,2022-04-18
1519,GJ2o0,True,Toy Story 4,,,2022-04-30,2022-04-30
1520,G0lop,True,Escape From The Megaverse,,,2022-07-13,2022-07-13
1521,G7Znb,True,St. Louis,,,2022-07-14,2022-07-14
1522,GbPo6,True,Stormy,,,2022-07-15,2022-07-15
1523,GX2xO,True,Tennessee,,,2022-07-15,2022-07-15
1524,GD7wl,True,Old Faithful,,,2022-07-19,2022-07-19
1525,GYWOL,True,King Arthur and his Round Table,,,2022-07-19,2022-07-19
1526,GO0EK,True,Jack 'N Jill,,,2022-07-19,2022-07-19
1527,GK1Lv,True,Olde King Cole,,,2022-07-19,2022-07-19
1528,GkBXQ,True,Alice in Wonderland,,,2022-07-19,2022-07-19
1529,GZV2Y,True,College Daze,,,2022-07-19,2022-07-19
1530,Ge1Dy,True,James Bond 007 60th Anniversary (LE),007,,2022-10-05,2022-10-05
1531,GQKyP,True,James Bond 007,007,,2022-10-05,2022-10-05
1532,Gzybj,True,One-Two-Three,,,2022-12-18,2022-12-18
1533,GllPz,True,Scooby Doo,SD,,2023-02-19,2023-02-19
1534,GpeoL,True,Foo Fighters,,,2023-03-02,2023-03-02
1535,Gd2ox,True,The Godfather,,,2023-03-08,2023-03-08
1536,GELkO,True,Queen,,,2023-03-13,2023-03-13
1537,GoEkx,True,Pulp Fiction,,,2023-03-13,2023-03-13
1538,G187W,True,Final Resistance,,,2023-03-14,2023-03-14
1539,GWyoZ,True,This is Spinal Tap,,,2023-03-14,2023-03-14
1540,Gj6PZ,True,Galactic Tank Force,,,2023-03-22,2023-03-22
1541,G9z10,True,Flipper Foxtrot Rhythm Explosion,,,2023-03-31,2023-03-31
1542,GyVb1,True,Drained,,,2023-03-31,2023-03-31
1543,GPBKv,True,Rainbow,,,2023-04-18,2023-04-18
1544,GV8j1,True,Space Hunt,SH,,2023-06-07,2023-06-07
1545,G8lwL,True,Punny Factory,,,2023-06-11,2023-06-11
1546,G3EBl,True,Venom,,,2023-07-20,2023-07-20
1547,GwevP,True,Three Musketeers,,,2023-08-02,2023-08-02
1548,GBL7d,True,Terrific Lake,,,2023-09-05,2023-09-05
